C300, 1.08397e-5, 0.180127
C302, 1.65068e-5, 0.103204
C320, 1.65068e-5, 0.103204
B300, 8.50872e-6, 0.180127
B302, 1.29572e-5, 0.103204
C520, 1.12232e-5, 0.0371571
B500, 6.04359e-6, 0.0648456
B524, 2.29758e-5, 0.0173703
A300, 4.4495e-6,  0.180127
B320, 1.29572e-5, 0.103204
C500, 7.37005e-6, 0.06484567
C502, 1.12232e-5, 0.0371571
B520, 9.20326e-6, 0.0371571
B502, 9.20326e-6, 0.0371571
A320, 6.77575e-6, 0.103204
A500, 3.31122e-6, 0.0648456
